AFFGEOID,NAME,POPEST_2017
0500000US55123,"Vernon County, Wisconsin",30759
0500000US55125,"Vilas County, Wisconsin",21683
0500000US55127,"Walworth County, Wisconsin",103082
0500000US55129,"Washburn County, Wisconsin",15758
0500000US55131,"Washington County, Wisconsin",135101
0500000US55133,"Waukesha County, Wisconsin",400621
0500000US55135,"Waupaca County, Wisconsin",51225
0500000US55137,"Waushara County, Wisconsin",24369
0500000US55139,"Winnebago County, Wisconsin",170414
0500000US55141,"Wood County, Wisconsin",73126
0500000US56001,"Albany County, Wyoming",38332
0500000US56003,"Big Horn County, Wyoming",11906
0500000US56005,"Campbell County, Wyoming",46242
0500000US56007,"Carbon County, Wyoming",15303
0500000US56009,"Converse County, Wyoming",13809
0500000US56011,"Crook County, Wyoming",7410
0500000US56013,"Fremont County, Wyoming",39803
0500000US56015,"Goshen County, Wyoming",13378
0500000US56017,"Hot Springs County, Wyoming",4696
0500000US56019,"Johnson County, Wyoming",8476
0500000US56021,"Laramie County, Wyoming",98327
0500000US56023,"Lincoln County, Wyoming",19265
0500000US56025,"Natrona County, Wyoming",79547
0500000US56027,"Niobrara County, Wyoming",2397
0500000US56029,"Park County, Wyoming",29568
0500000US56031,"Platte County, Wyoming",8562
0500000US56033,"Sheridan County, Wyoming",30210
0500000US56035,"Sublette County, Wyoming",9799
0500000US56037,"Sweetwater County, Wyoming",43534
0500000US56039,"Teton County, Wyoming",23265
0500000US56041,"Uinta County, Wyoming",20495
0500000US56043,"Washakie County, Wyoming",8064
0500000US56045,"Weston County, Wyoming",6927
